label,text,label_id
thankyou,thank you goodbye,4
inform,spanish food west part of town,0
inform,west,0
inform,west,0
affirm,yes,2
inform,spanish,0
inform,spanish,0
inform,any area,0
inform,any,0
request,address,3
request,address,3
request,price,3
request,price,3
request,prices,3
request,price,3
thankyou,thank you,4
ack,have a good,11
thankyou,thank you good bye,4
inform,can i have moderately priced restaurnt in the south part of town,0
inform,any kind of food,0
request,can i have the address,3
thankyou,thank you good bye,4
inform,may i have the cheap restaurant in the south part of town,0
inform,i dont care,0
reqalts,is there anything else,7
reqalts,is there anything else,7
request,may i have the address,3
thankyou,thank you good bye,4
inform,i want a restaurant in the south part of town that serves moroccan food,0
affirm,yes,2
reqalts,how about modern european,7
reqalts,how about modern european,7
confirm,does it serve modern european food,1
request,does it what kind of food does it serve,3
reqalts,what about european food,7
inform,what about in the center of town,0
request,okay can i have the address,3
request,and the phone number,3
thankyou,thank you goodbye,4
inform,im looking for an expensive restaurant in the south part of,0
inform,it doesnt matter,0
request,what is the address,3
request,what is the phone number,3
thankyou,thank you good bye,4
inform,east,0
inform,world food,0
reqalts,uh how about chinese food,7
request,type of food,3
request,type of food does pizza hut serve,3
inform,im looking for chinese food,0
request,whats the address,3
request,phone number,3
request,post code,3
thankyou,thank you good bye,4
inform,im looking for an expensive restaurant in the east part of town,0
inform,any,0
request,what is the address,3
request,what is the phone number,3
request,what type of food,3
thankyou,thank you good bye,4
inform,im looking for a restaurant that serves german food,0
affirm,yea,2
affirm,yes,2
reqalts,how about french food,7
inform,a restaurant serving french food,0
thankyou,thank you good bye,4
null,i am,5
inform,i am looking for a moderate priced restaurant,0
inform,that serves chinese food,0
request,may i have the address,3
request,phone number and post code,3
request,may i have the address,3
thankyou,thank you good bye,4
inform,traditional food,0
inform,modern european,0
inform,any part,0
inform,moderate,0
request,phone number,3
request,phone number,3
thankyou,thank you goodbye,4
inform,chinese food,0
inform,chinese food im looking for sea food,0
inform,i dont care,0
inform,sea food,0
inform,sea food,0
inform,sea food,0
request,whats the address,3
thankyou,thank you good bye,4
inform,restaurant,0
negate,no cheap restaurant,8
negate,no south,8
inform,south,0
inform,cheap,0
inform,any,0
negate,no,8
affirm,yes,2
inform,south,0
inform,south,0
inform,south,0
inform,south part of town,0
reqalts,anything else,7
inform,south,0
request,phone number,3
thankyou,thank you good bye,4
inform,restaurant in the south part of town,0
inform,portuguese,0
request,what is the address,3
thankyou,thank you good bye,4
inform,i would like to find a cheap restaurant in the west part of t,0
inform,any kind of food,0
reqalts,are there any other cheap restaurants in the west part of town,7
reqalts,is there a different cheap restaurant in the west part of town,7
request,can i have the address please,3
thankyou,thank you good bye,4
inform,im looking for a greek restaurant,0
reqalts,how about turkish,7
reqalts,what about turkish food,7
inform,expensive,0
request,whats the address,3
thankyou,thank you good bye,4
affirm,yes id like to find a cheap restaurant in the north part of town,2
inform,anything,0
reqalts,is there anything else,7
request,whats the address,3
request,whats the phone number,3
request,and what type of food is it,3
thankyou,okay thank you good bye,4
null,unintelligible,5
inform,i dont care,0
null,unintelligible,5
inform,spanish,0
inform,spanish,0
inform,moderate,0
request,address,3
request,phone number,3
request,post code,3
thankyou,thank you good bye,4
inform,im looking for a restaurant in the center serving,0
inform,air tran,0
inform,cheap,0
request,can i have the address phone number and price range,3
thankyou,thank you good bye,4
inform,i would like to find a moderately priced restaurant in the east part of,0
inform,i dont care,0
request,what is the address,3
request,what is the phone number and type of food,3
request,what is the type of food,3
thankyou,thank you good bye,4
null,unintelligible,5
inform,im looking for a restaurant in the west part,0
inform,west part of town,0
affirm,yes,2
inform,international food,0
reqalts,how about the center area,7
affirm,yes,2
request,can i have the phone number and price range,3
request,can i have the price range,3
thankyou,thank you good bye,4
inform,west,0
inform,cuban,0
inform,indian,0
inform,west,0
reqalts,anything else,7
request,address,3
request,address,3
request,okay give me address,3
request,phone number,3
thankyou,okay thank you good bye,4
inform,i want to find a restaurant that ser,0
inform,umh i dont care,0
inform,eritrean food,0
negate,no,8
inform,eritrean food,0
deny,i dont want vietnamese food,13
inform,i dont care about the price range,0
reqalts,breath  how about french food,7
inform,i want to find a restaurant that serve french food,0
request,may i have its address,3
request,breath whats their phone number,3
thankyou,thank you goodbye,4
inform,im looking for a cheap restaurant in east part of town,0
request,whats the address,3
request,post code,3
request,whats the post code,3
thankyou,thank you good bye,4
inform,expensive east part of town,0
inform,dont care,0
reqalts,is there anything else,7
request,what is the address and phone number,3
thankyou,thank you good bye,4
inform,cheap restaurant,0
inform,cheap restaurant,0
inform,sea food,0
inform,sea food,0
inform,portuguese food,0
request,whats their address,3
thankyou,thank you good bye,4
inform,any area,0
inform,caribbean food,0
inform,is there mediterranean food,0
inform,i want mediterranean food,0
inform,i dont care,0
request,id like to know the address phone number and post code,3
request,and the address,3
thankyou,thank you good bye,4
inform,i am looking for a moderately priced restaurant and it should,0
inform,it should serve moroccan food,0
reqalts,how about turkish type of food,7
request,may i have the address of the venue,3
thankyou,thank you good bye,4
inform,im looking for a restaurant in any area that serves,0
null,im sorry,5
inform,unusual food,0
inform,um spanish food,0
repeat,could you repeat that,10
affirm,ok yeah,2
request,whats the addre,3
request,whats the address,3
request,whats the price range,3
thankyou,thank you good bye,4
inform,restaurant south part of town international food,0
affirm,yes,2
null,modern europene,5
request,address,3
request,address,3
request,phone number,3
thankyou,thank you good bye,4
null,sil,5
inform,the north,0
inform,something cheap,0
inform,uh i dont mind,0
reqalts,okay is there another option,7
request,okay what is the address,3
request,whats the phone number,3
thankyou,okay thank you good bye,4
inform,canope food,0
inform,modern european,0
inform,any,0
inform,any,0
affirm,right,2
request,phone number,3
thankyou,thank you good bye,4
inform,fusion food,0
affirm,yes,2
inform,vietnamese,0
request,whats the address,3
thankyou,thank you good bye,4
affirm,yes can i have an expensive restaurant,2
inform,dont care,0
inform,catalan,0
inform,italian food,0
request,can i get the address,3
request,can i get the phone number,3
request,can i get the area,3
thankyou,thank you good bye,4
inform,im looking for an expensive restaurant that serves,0
inform,i dont care,0
inform,seafood,0
request,whats the address,3
thankyou,thank you good bye,4
inform,thai food,0
inform,any,0
inform,moderately priced,0
inform,british type,0
affirm,yes,2
request,phone number,3
request,phone number,3
thankyou,thank you good bye,4
inform,cheap in the west part of town,0
affirm,yes,2
affirm,yes,2
inform,cheap restaurant,0
thankyou,thank you good bye,4
inform,moderately priced restaurant,0
inform,east,0
inform,east,0
inform,east,0
inform,east,0
inform,any,0
reqalts,anything else,7
request,address,3
request,phone number,3
thankyou,thank you good bye,4
inform,for a cheap restaurant in the south part of town,0
inform,any,0
request,s the address,3
request,the phone number,3
bye,k you goodbye,6
inform,im looking for a restaurant in the west part of town,0
inform,thai food,0
request,what is the address,3
request,what is the phone number,3
request,and what is the post code,3
thankyou,thank you good bye,4
inform,looking for a basque restaurant,0
reqalts,how about spanish,7
inform,spanish,0
inform,dont care,0
request,whats the address,3
request,what area is that,3
bye,okay cool thank you good bye,6
inform,east part of town serving swedish food,0
inform,chinese food,0
affirm,yes,2
request,could i have the address phone number and post code,3
request,what is the post code,3
thankyou,thank you good bye,4
inform,im looking for a restaurant in the center of town that serves,0
inform,european,0
request,whats your phone number and post code,3
thankyou,thank you goodbye,4
inform,im looking for a cheap restaurant in the south part of town,0
inform,i dont care,0
reqalts,is there anything else,7
request,whats the address,3
thankyou,thank you good bye,4
inform,west part of town,0
inform,hungarian food,0
inform,vietnamese food,0
inform,vietnamese food,0
affirm,yes,2
request,phone number,3
request,phone number,3
thankyou,thank you,4
bye,good bye,6
inform,im looking for a restaurant in the north part of town and it should serve,0
inform,scandinavian food,0
inform,any,0
deny,no not indian scandinavian food,13
inform,scandinavian food,0
reqalts,how about asian oriental type of food,7
affirm,yes,2
request,whats the address,3
request,and the phone number,3
thankyou,thank you good bye,4
inform,korean food,0
request,address phone number area,3
thankyou,thank you good bye,4
inform,expensive restaurant,0
inform,south,0
null,expen,5
inform,french,0
inform,italian,0
reqalts,anything else,7
request,can i have the address,3
null,than,5
thankyou,thank you goodbye,4
inform,i would like a restaurant in the west part of town that serves cuban food,0
reqalts,how bout indian food,7
inform,indian food,0
request,can i have the address and phone number please,3
thankyou,thank you goodbye,4
inform,can you tell me about an expensive restaurant in the south,0
inform,it doesnt matter,0
reqalts,is there anything else,7
request,okay i need the phone number and address,3
request,whats the address,3
thankyou,thank you good bye,4
inform,restaurant west part of town,0
inform,international,0
inform,international,0
inform,center area,0
affirm,yes,2
request,phone number and price range,3
thankyou,thank you and price range,4
thankyou,thank you good bye,4
inform,i would like traditional food in the south part of town,0
reqalts,how about italian,7
request,what is the phone number and post code,3
thankyou,thank you good bye,4
inform,i want to find a cheap restaurant,0
inform,in the north part,0
inform,in the north part of town,0
inform,i dont care,0
request,okay might i have the address,3
request,how about the post code,3
thankyou,thank you good bye,4
inform,expensive restaurant south part of town,0
inform,i dont care,0
request,could i have the address please,3
request,could i have the phone number,3
request,what is the post code,3
thankyou,thank you good bye,4
inform,cheap restaurant,0
inform,dont care,0
inform,barbecue,0
inform,expensive restaurant serving kosher food,0
inform,modern european food,0
request,whats the address,3
request,phone number,3
thankyou,thank you good bye,4
null,um,5
null,unintelligible,5
null,unintelligible,5
inform,english please,0
negate,no im looking for a unintelligible that serves english food,8
negate,no english food,8
inform,spanish food,0
reqalts,what about spanish food,7
inform,spanish food,0
negate,no,8
inform,any area,0
negate,no any area,8
inform,i dont care,0
inform,i dont care,0
request,can i have the address,3
request,price range,3
request,price range,3
thankyou,thank you goodbye,4
inform,moderately priced restaurant in the north part of town,0
inform,any,0
request,may i get the address and phone number,3
request,may i get the phone number,3
thankyou,thank you goodbye,4
inform,whats a cheap restaurant on the east part of town,0
request,whats the address,3
request,and post code,3
thankyou,thank you good bye,4
hello,hi im looking for a restaurant in the east art of town,9
request,and what is the price range,3
inform,okay im looking for moderate price range,0
inform,i dont know,0
request,okay can i have the address,3
request,and can i have the post code,3
thankyou,okay thank you good bye,4
inform,im looking for a restaurant that serves scottish food,0
affirm,yes,2
reqalts,uh is there a restaurant that serves international food,7
inform,any area,0
inform,um moderate,0
request,what is the phone number an post code,3
request,can you repeat the post code please,3
thankyou,thank you good bye,4
inform,turkish,0
inform,dont care,0
inform,turkish food,0
inform,dont care,0
request,address,3
request,post code,3
thankyou,thank you good bye,4
null,im looking,5
inform,for a restaurant,0
inform,part of town that serves asian food,0
inform,im looking for a restaurant in the east part of town,0
inform,and asian food,0
negate,no im looking for pan asian food,8
inform,uh doesnt matter,0
null,im looking,5
inform,im looking for a restaurant in the east part of town serving pan asian food,0
inform,im looking for a restaurant that serves chinese food,0
inform,im looking for a restaurant that serves chinese food,0
request,can i get the address and phone number,3
request,what is the post code,3
thankyou,thank you good bye,4
inform,uh im looking for a moderately priced restaurant serving,0
inform,it doesnt matter,0
affirm,yes that serves corsica food,2
reqalts,okay how about a moderately prices restaurant that serves,7
reqalts,what about indian food,7
request,what kind of food,3
inform,im looking for indian food,0
request,whats the address and phone number,3
request,and the address,3
thankyou,thank you good bye,4
inform,looking for a cheap restaurant in the north part of town,0
inform,it doesnt matter,0
reqalts,is there anything else,7
request,address phone number and type of food,3
request,address and type of food,3
request,type of food,3
thankyou,thank you good bye,4
inform,im looking for a moderately priced restaurant in the north,0
inform,i dont care,0
request,whats the phone number and address,3
request,whats the address,3
thankyou,thank you good bye,4
request,price range,3
inform,east,0
inform,any food,0
inform,moderate,0
request,address,3
request,phone number,3
bye,good bye,6
inform,im looking for a cheap restaurant in the east part of town,0
request,whats the phone number,3
request,what type of food do they serve,3
thankyou,thank you good bye,4
affirm,yes im looking for an expensive restaurant and it should serve,2
inform,i dont care,0
inform,australian,0
inform,is there an expensive restaurant that serves french,0
reqalts,how about french food,7
request,what is the telephone number,3
thankyou,thank you good bye,4
inform,vietnamese food,0
request,phone number and area,3
request,whats the phone number,3
request,what area is it in,3
thankyou,thank you good bye,4
inform,i would like a cheap restaurant in the north part of town,0
inform,i dont care,0
request,what is their phone number,3
thankyou,thank you good bye,4
inform,belgium,0
inform,portuguese,0
inform,portuguese,0
request,phone number,3
request,address,3
thankyou,thank you good bye,4
inform,im looking for a cheap restaurant in the north of,0
inform,i dont care,0
request,whats the address,3
request,type of food,3
thankyou,thank you,4
bye,bye,6
thankyou,thank you good bye,4
inform,im looking for a restaurant in the south part of town,0
inform,i dont care,0
inform,moderate,0
reqalts,do you have anything else,7
request,can i have the phone number,3
thankyou,thank you good bye,4
inform,im looking for a restaurant cheap restaurant serving romanian food,0
reqalts,no there is no such venue how about portuguese type of food,7
negate,no there is no such venue how about portuguese food,8
inform,portuguese,0
request,may i have the address of the venue,3
thankyou,thank you good bye,4
inform,i want an expensive restaurant in the south part of town,0
inform,it doesnt matter,0
request,what is the phone number,3
request,what is the post code,3
thankyou,thank you good bye,4
inform,im looking for a cheap restaurant that serves international,0
request,what is the address,3
request,what is the phone number,3
thankyou,thank you good bye,4
inform,im looking for cheap german food,0
reqalts,what about european food,7
reqalts,how about european food,7
inform,im looking for a restaurant that serves european food,0
affirm,yes,2
thankyou,thank you good bye,4
inform,i want to find a moderately priced restaurant,0
inform,north,0
negate,uh no preference,8
request,whats the address,3
request,the phone number,3
request,and what type of food,3
thankyou,thank you,4
thankyou,thank you good bye,4
inform,im looking for a expensive restaurant in the,0
inform,south,0
inform,dont care,0
request,see phone number and address,3
thankyou,thank you good bye,4
inform,japanese food in the center of town,0
inform,cantonese,0
inform,cantonese,0
inform,cantonese,0
inform,international food,0
request,phone number and pri,3
request,phone number,3
request,price range,3
thankyou,thank you good bye,4
inform,im looking for a restaurant in any area that serves swedish food,0
affirm,yes,2
reqalts,how about north american food,7
inform,north american,0
affirm,yes,2
affirm,yes,2
request,can i get the address phone number and price range,3
request,can i get the phone number,3
request,and the price range,3
thankyou,thank you good bye,4
inform,i need something in the east part of town that serves,0
inform,indonesian,0
reqalts,how about chinese food,7
request,what kind of food is it,3
reqalts,how about chinese food,7
request,whats the address,3
request,whats the phone number,3
request,whats the post code,3
thankyou,thank you good bye,4
inform,im looking for polynesian food,0
reqalts,how about vietnamese,7
inform,vietnamese,0
request,can i have the address,3
thankyou,can i okay thank you,4
thankyou,thank you good bye,4
inform,im looking for a restaurant in any area,0
inform,any area,0
inform,jamaican,0
inform,jamaican food,0
reqalts,what about thai food,7
reqalts,what about thai food,7
affirm,yes,2
request,what is the phone number,3
request,what is the price range,3
thankyou,thank you good bye,4
inform,i would like to find a moderately priced restaurant and it should,0
request,what food does it serve,3
inform,may i have a moderately priced restaurant serving english,0
reqalts,how about indian food,7
request,may i have the address and phone number,3
request,may i have the phone number,3
thankyou,thank you good bye,4
inform,im looking for a cheap restaurant it should serve japanese food,0
inform,i want spanish food,0
negate,no,8
reqalts,what about spanish food,7
reqalts,how about spanish food,7
request,whats the address,3
request,whats the signature dish,3
request,what is the signature dish,3
thankyou,thank you good bye,4
hello,hi im looking for a place that serves scandinavian food,9
inform,dont care,0
inform,scandinavian,0
inform,dont care,0
negate,no,8
inform,a restaurant that serves scandinavian food,0
inform,restaurant with scandin,0
negate,no,8
inform,scandinavian food,0
inform,how bout thai,0
inform,how bout thai food,0
affirm,ye,2
negate,no,8
affirm,correct,2
inform,how bout thai,0
inform,how bout thai food,0
affirm,yes,2
inform,thai food,0
inform,dont care,0
request,what is the addre,3
request,what is the phone number,3
thankyou,thank you goodbye,4
inform,expensive,0
inform,south,0
inform,south,0
inform,south,0
inform,any,0
inform,expensive,0
reqalts,is there anything else,7
request,whats the address,3
thankyou,thank you good bye,4
inform,moderately priced restaurant,0
inform,that serves traditional food,0
reqalts,how about spanish food,7
reqalts,how about spanish food,7
inform,spanish food,0
affirm,yes,2
inform,spanish food,0
request,okay address phone number and post code please,3
request,address,3
thankyou,thank you good bye,4
affirm,yes good afternoon im looking for a restaurant in the north,2
inform,the north part of town,0
inform,belgium,0
inform,is there an asian oriental restaurant in the north part of town,0
reqalts,how about asian food,7
request,can i have the address and phone number,3
request,and phone number please,3
thankyou,thank you good bye,4
inform,im looking for a turkish restaurant,0
inform,it doesnt matter,0
inform,i dont care,0
request,address,3
request,address,3
thankyou,thank you good bye,4
inform,im looking for a cheap restaurant that serves swedish food,0
confirm,does it serve swedish serve,1
reqalts,how about asian food,7
reqalts,how about asian oriental,7
confirm,does it serve asian oriental,1
inform,asian oriental,0
request,what is the phone number and address,3
request,what is the address,3
request,what is the address,3
bye,okay good bye,6
thankyou,thank you good bye,4
inform,moderately priced vanessa restaurant,0
inform,gastropub,0
affirm,right,2
request,address,3
request,phone number,3
request,what area is it in,3
thankyou,thank you good bye,4
inform,south,0
inform,cheap,0
inform,cheap,0
inform,it doesnt matter,0
inform,just give me a cheap restaurant,0
request,what is the phone number,3
thankyou,thank you good bye,4
inform,im looking for a cheap restaurant on the north side of town,0
null,unintelligible,5
request,whats the phone number,3
thankyou,thank you good bye,4
inform,i want a cheap restaurant in the north part of town,0
inform,i dont care,0
request,what the address,3
request,whats the phone number,3
request,what type of food does the venue serve,3
thankyou,thank you good bye,4
inform,im looking a cheap restaurant,0
inform,in the east part of the town,0
null,unintelligible,5
request,okay show me the address,3
request,address,3
request,phone number,3
request,and finally the post code,3
thankyou,okay thank you good bye,4
inform,romanian food,0
inform,portuguese,0
inform,any part,0
inform,cheap,0
request,address,3
thankyou,thank you good bye,4
inform,im looking for a moderate priced restaurant in the north part of town,0
inform,any kind of food,0
reqalts,is there anything else,7
request,can i have the address phone number and the type of food,3
request,can i have the type of food,3
thankyou,thank you good bye,4
inform,north,0
inform,indian,0
inform,indian,0
inform,dont care,0
request,address,3
request,phone,3
request,phone number,3
request,address,3
request,phone number,3
request,address,3
thankyou,thank you good bye,4
inform,restaurant in south part of town serves,0
inform,creative food,0
reqalts,how about chinese food,7
request,address and price range,3
request,price range,3
thankyou,thank you good bye,4
inform,i need a restaurant that serves corsica food,0
reqalts,how about vietnamese type of food,7
negate,no how about vietnamese,8
request,whats the address,3
request,whats the phone number,3
thankyou,thank you good bye,4
affirm,yes an expensive restaurant serving african food,2
request,whats the address,3
thankyou,thank you good bye,4
inform,im looking for cuban food,0
inform,im looking for asian oriental,0
inform,asian oriental,0
request,no price,3
confirm,is it asian oriental,1
request,whats the address,3
request,and the post code,3
thankyou,thank you good bye,4
inform,i am looking for an expensive restaurant in the east,0
inform,any type of food,0
request,whats its address,3
request,what type of food is it,3
thankyou,thank you good bye,4
request,whats its address,3
request,what type of food,3
request,type of food,3
thankyou,thank you good bye,4
inform,restaraunt serving fusion food,0
reqalts,how about mediterranean,7
request,type of food,3
inform,medterranean,0
request,phone number and post code,3
bye,good bye,6
inform,cheap restaurant,0
inform,korean food,0
thankyou,thank you good bye,4
inform,expensive in the south,0
inform,south,0
inform,any,0
inform,expensive,0
inform,south,0
null,sil,5
inform,dont care,0
inform,south,0
reqalts,another place,7
request,phone number,3
null,breathing,5
null,breathing,5
inform,south,0
inform,west,0
inform,west part of town,0
inform,west,0
inform,south,0
inform,south,0
inform,south area,0
inform,dont care,0
inform,west,0
inform,west part of town,0
inform,south part of town,0
request,address,3
request,phone number,3
thankyou,thank you good bye,4
null,i want to find,5
inform,a restaurant,0
inform,mexican food,0
null,okay,5
inform,taquita restaurant,0
request,uh whats the address and phone number,3
request,address,3
thankyou,thank you,4
thankyou,thank you good bye,4
inform,im looking for a cheap restaurant in the east part of town,0
request,whats the address,3
request,what type of food do they serve,3
thankyou,thank you good bye,4
inform,im looking for a cheap restaurant that serves christmas food,0
request,what type of food do they serve,3
inform,i want christmas food,0
request,food do they serve,3
request,type of food,3
inform,christmas food,0
affirm,yes,2
reqalts,what about asian oriental,7
inform,asian oriental food,0
request,phone number and address,3
thankyou,thank you good bye,4
affirm,yea,2
inform,any area,0
inform,danish food,0
inform,mediterranean,0
inform,i dont care,0
request,what is the address,3
request,phone number,3
request,and post code,3
thankyou,thank you good bye,4
inform,do you have an expensive restaurant,0
inform,any any part of town,0
inform,english food,0
reqalts,how about turkish,7
reqalts,how about turkish food,7
confirm,do they serve turkish food,1
confirm,do they have turkish food,1
affirm,yes,2
request,alright what is the address,3
bye,alright thank you good bye,6
inform,thai food,0
inform,center,0
affirm,yes,2
request,whats the address phone number and price,3
request,whats the price range,3
thankyou,thank you good bye,4
inform,looking for a cheap restaurant,0
null,unintelligible,5
request,may i get the address,3
request,and the phone number,3
thankyou,thank you good bye,4
inform,im looking for bistro food in the center of town,0
inform,im looking for north american food,0
affirm,right,2
request,whats the phone number,3
thankyou,thank you good bye,4
inform,can i get a cheap restaurant in the south part of town,0
inform,any,0
request,type of food,3
request,type of food,3
request,the address,3
thankyou,thank you good bye,4
inform,looking for a restaurant in the east part of town,0
request,whats the address,3
request,and the post code,3
thankyou,thank you goodbye,4
inform,im looking for a cheap restaurant that serves austrian food,0
reqalts,how about portuguese food,7
inform,portuguese,0
inform,i dont care,0
request,whats their address,3
thankyou,thank you good bye,4
inform,im looking for a restaurant in the south part of town serving,0
inform,chinese food,0
inform,it doesnt matter,0
affirm,right,2
request,phone number and price range,3
request,price range,3
thankyou,thank you goodbye,4
inform,im looking for a restaurant in the east part of town,0
inform,chinese food in the east part of town,0
request,perfect may i have the address,3
thankyou,thank you good bye,4
inform,moderate price,0
inform,dont care,0
inform,malaysian,0
request,address,3
request,and the telephone,3
request,telephone number,3
thankyou,thank you,4
bye,bye,6
inform,im looking for a cheap restaurant in the north part of town,0
inform,i dont care,0
request,phone number,3
request,what is the phone number,3
request,whats the address,3
thankyou,thank you good bye,4
inform,yea id like a restaurant in the west part of town thats,0
inform,british,0
inform,it doesnt matter,0
request,what is the address,3
request,what is the phone number,3
thankyou,thank you good bye,4
inform,cheap,0
inform,south,0
inform,south,0
inform,south bart,0
affirm,yes,2
inform,i dont care,0
reqalts,next one,7
reqalts,next one,7
null,previews,5
request,phone number,3
request,address,3
thankyou,okay thank you good bye,4
inform,moderately priced restaurant in the north part of town,0
inform,any,0
null,any thing else,5
request,phone number,3
request,phone number,3
thankyou,thank you good bye,4
inform,im looking for a restaurant,0
inform,in the north part of town,0
inform,serving european food,0
inform,european,0
reqalts,what about center area,7
negate,no,8
negate,no,8
inform,im looking for a european restaurant in center area,0
thankyou,thank you good bye,4
inform,west,0
affirm,yes,2
inform,corsica food,0
inform,british,0
inform,moderate,0
request,address,3
request,address,3
request,phone number,3
thankyou,thank you good bye,4
inform,the south part of town,0
inform,cheap restaurant,0
inform,mexican,0
inform,chinese,0
request,phone number and address,3
thankyou,thank you good bye,4
inform,im looking for a moderately priced restaurant that serves tur,0
inform,doesnt matter,0
inform,doesnt matter,0
inform,i dont care,0
inform,turkish,0
reqalts,is there anything else,7
request,what is the address,3
request,what is the phone number,3
thankyou,thank you good bye,4
inform,im looking for a moderate priced restaurant in south part of,0
inform,i dont care,0
request,whats their address,3
request,and whats their phone number,3
thankyou,thank you good bye,4
inform,im looking for a moderately priced restaurant,0
inform,west,0
affirm,yes,2
inform,it doesnt matter,0
reqalts,um is there anything else,7
request,ok how about a restaurant and phone number,3
null,thats fine,5
null,i want to know,5
request,i want to know the address and the,3
request,whats the phone number,3
bye,great thank you goodbye,6
inform,i want a polynesian restaurant in the west part of town,0
reqalts,how about portuguese,7
reqalts,how about one that serves portuguese food,7
request,whats the phone number and address,3
request,whats the address,3
thankyou,thank you good bye,4
inform,im looking for an expensive restaurant in the east part of town,0
inform,it doesnt matter,0
null,um,5
request,can i get a phone number,3
request,what kind of food do they serve,3
request,what kind of food do they have,3
request,what kind of food do they serve,3
thankyou,thank you goodbye,4
inform,a cheap restaurant in the east part of town,0
request,phone number,3
request,phone number,3
request,address,3
bye,good bye,6
bye,good bye,6
affirm,yes id like to find a cheap,2
null,unintelligible,5
inform,cheap restaurant north part of town,0
request,address,3
request,what type of food,3
thankyou,okay thank you good bye,4
null,unintelligible,5
null,unintelligible,5
null,unintelligible,5
null,sil,5
affirm,yes,2
inform,north,0
inform,moderately priced,0
thankyou,thank you good bye,4
inform,im looking for a cheap restaurant that serves chinese food,0
inform,i dont care,0
request,what is their address and telephone number,3
request,phone number,3
thankyou,thank you good bye,4
inform,im looking for a cheap restaurant in the south part of town,0
inform,i dont care,0
request,what is the address,3
request,whats the phone number,3
thankyou,thank you good bye,4
inform,im looking for a restaurant in the west part of town,0
inform,mediterranean,0
inform,indian,0
request,whats the address,3
request,phone number,3
thankyou,thank you good bye,4
inform,i am looking for a moderately priced restaurant in the north,0
inform,i do not care,0
request,could i have the phone number and type of venue,3
request,and the type of food,3
thankyou,thank you good bye,4
inform,im looking for an expensive restaurant serving kitalian food,0
confirm,does it serve kitalian food,1
inform,i am looking for an expensive restaurant serving kitalian food,0
inform,talian food,0
inform,ok talian food,0
inform,kitalian food,0
affirm,yes,2
inform,i am looking for kitalian food,0
inform,katalian food,0
inform,catalen food,0
inform,i am looking for italian,0
negate,no,8
affirm,yes,2
inform,im looking for kitalian food in an expensive res,0
confirm,does it serve kitalian food,1
request,what type of food does it serve,3
inform,i am looking for catalin food,0
negate,wrong no,8
null,bad,5
inform,im looking for italian food,0
affirm,yes,2
inform,dont care,0
request,what is its address phone number and area,3
request,what area of town is it in,3
thankyou,thank you goodbye,4
inform,cheap,0
inform,south side,0
inform,doesnt matter,0
affirm,yes,2
request,what type of food,3
request,can i have the phone,3
request,whats its address,3
thankyou,thank you good bye,4
null,sil,5
inform,a cheap,0
inform,a cheap restaurant,0
inform,i dont care,0
inform,lebanese,0
inform,asian oriental,0
request,can i have the phone number,3
request,can i get the address,3
thankyou,thank you good bye,4
affirm,uh yes can i find an expensive restaurant that serves italian food,2
inform,center,0
request,okay and can i get their address,3
request,and the phone number,3
thankyou,okay uh thank you and good bye,4
inform,west,0
inform,west,0
inform,cuban,0
inform,cuban,0
inform,cuban,0
inform,cuban,0
null,sil,5
inform,dont care,0
null,okay,5
request,phone number,3
request,phone number,3
request,phone number,3
thankyou,thank you good bye,4
inform,basque food in the east part of town,0
inform,basque,0
affirm,yes,2
reqalts,how about indian food,7
reqalts,what about indian food,7
request,what is the address and phone number,3
thankyou,thank you good bye,4
null,unintelligible,5
inform,it doesnt matter,0
inform,any,0
inform,mexican,0
request,what is the phone number,3
bye,good bye,6
inform,mediterranean food,0
request,phone number,3
request,phone number,3
thankyou,thank you good bye,4
inform,i would like to find a restaurant in the west part of town that serves,0
inform,turkish food,0
reqalts,how about in the center,7
request,could i have the address and price range please,3
thankyou,thank you,4
bye,good bye,6
request,and whats the price range,3
thankyou,thank you good bye,4
inform,im looking for a restaurant in the,0
inform,south,0
inform,south part of town,0
inform,swedish,0
reqalts,how about indian food,7
inform,indian food,0
inform,i dont care,0
affirm,uh huh,2
request,okay can i have the phone number,3
thankyou,thank you good bye,4
inform,im looking for vegetarian food,0
inform,turkish food,0
inform,any area,0
inform,on north,0
inform,expensive,0
request,whats the address,3
thankyou,thank you good bye,4
inform,im looking for irish food in any price range,0
negate,no,8
inform,irish food,0
inform,irish food,0
inform,thai food,0
inform,thai food,0
inform,thai food,0
inform,thai food,0
negate,no thai food,8
reqalts,how about thai food,7
inform,thai food,0
inform,i dont care,0
inform,i dont care,0
request,the address and phone number,3
thankyou,thank you good bye,4
inform,im looking for an expensive restaurant serving english food,0
affirm,yes im looking for english food,2
reqalts,okay what about turkish foo,7
negate,no im looking for turkish,8
null,the addre,5
thankyou,thank you goodbye,4
inform,cheap restaurant on the east part of town,0
request,what is the address,3
request,phone number,3
request,what type of food,3
thankyou,thank you good bye,4
inform,im looking for a moderately priced restaurant and it should serve british,0
affirm,yes,2
inform,any,0
request,whats the address,3
request,and the phone number,3
thankyou,thank you good bye,4
null,new,5
inform,dont care,0
inform,east,0
inform,cheap,0
request,address,3
request,address,3
request,address,3
request,phone number,3
request,what type of food do they serve,3
thankyou,thank you good bye,4
inform,i want a german restaurant in the west part of town,0
reqalts,how about itailian,7
